"","date1","Alipur..Delhi...DPCC","Anand.Vihar..Delhi...DPCC","Ashok.Vihar..Delhi...DPCC","Aya.Nagar..Delhi...IMD","Bawana..Delhi...DPCC","Burari.Crossing..Delhi...IMD","CRRI.Mathura.Road..Delhi...IMD","DTU..Delhi...CPCB","Dr..Karni.Singh.Shooting.Range..Delhi...DPCC","Dwarka.Sector.8..Delhi...DPCC","East.Arjun.Nagar..Delhi...CPCB","IGI.Airport..T3...Delhi...IMD","IHBAS..Dilshad.Garden..Delhi...CPCB","ITO..Delhi...CPCB","Jahangirpuri..Delhi...DPCC","Jawaharlal.Nehru.Stadium..Delhi...DPCC","Lodhi.Road..Delhi...IMD","Major.Dhyan.Chand.National.Stadium..Delhi...DPCC","Mandir.Marg..Delhi...DPCC","Mundka..Delhi...DPCC","NSIT.Dwarka..Delhi...CPCB","Najafgarh..Delhi...DPCC","Narela..Delhi...DPCC","Nehru.Nagar..Delhi...DPCC","North.Campus..DU..Delhi...IMD","Okhla.Phase.2..Delhi...DPCC","Patparganj..Delhi...DPCC","Punjabi.Bagh..Delhi...DPCC","Pusa..Delhi...DPCC","Pusa..Delhi...IMD","R.K.Puram..Delhi...DPCC","Rohini..Delhi...DPCC","Shadipur..Delhi...CPCB","Sirifort..Delhi...CPCB","Sonia.Vihar..Delhi...DPCC","Sri.Aurobindo.Marg..Delhi...DPCC","Vivek.Vihar..Delhi...DPCC","Wazirpur..Delhi...DPCC"
"1","07-10-2018 00:00",217.236740080159,145.78,84.22,193.397017428972,42.27,164.158981870412,187.56836281609,194.75,171.33,266.88,312.91,201.643934244469,24.5,199.048550113921,92.65,289.03,234.101734315985,148.3,283.78,95,283.84,205.474314352062,318.89,247.88,129.892407261358,135.45,266.55,142.5,123.45,151.008153833909,178.25,325.15,87.36,185.04,157.22,180.62,105.67,347.85
"2","07-10-2018 01:00",212.313133592319,196.05,109.1,186.589193778271,43.92,176.626293111821,213.49032355273,177.67,129.83,200.1,314.87,183.349194433962,14.43,204.827356716208,138.3,237.15,209.147141900162,141.52,273.8,88.72,164.03,178.990392736917,292.66,244.38,157.226171405772,223.03,334.8,108.25,158.4,171.594154433438,172.5,338.43,131.42,163.43,136.7,228.33,99.45,329.45
"3","07-10-2018 02:00",200.725478076109,175.67,69.62,219.692308750008,102.17,154.383392280349,258.314608618709,149.5,197.6,268.28,303.6,216.779428382625,313.83,235.828064996675,67.27,312.25,265.645485933901,228.12,259.38,45.43,204.16,201.046383615375,266.72,214.7,162.041902655509,309.45,275.15,168,80.2,161.811794858362,215.25,274.07,159.18,264.48,116.62,244.1,172.95,314.65
"4","07-10-2018 03:00",229.850811393575,247.48,124.8,216.978333616049,257.82,202.51221631694,218.114030034695,141.67,198.93,279.72,295.83,217.583263493913,317.9,235.320380141366,260.9,307.57,261.881124504368,239.98,246.08,32.18,211.38,209.252051021679,290.8,219.52,182.363191515139,200.65,250.13,135.25,102.38,177.017154236492,183,277.45,192.19,224.43,20.25,254.2,156.48,291.03
"5","07-10-2018 04:00",222.564317446604,240.5,133.68,200.268330571418,258.25,162.349017377117,170.633964172494,168.33,221.55,252.67,283.17,196.384806433103,282.28,233.310640788205,107.07,307.97,259.913082033112,238.1,271.5,38.67,191.79,194.134324993549,304.81,245.83,128.018536458163,50.55,264,50.75,103.87,146.838883381244,194.5,295.12,88.61,269.85,35.25,238.4,222.6,272.52
"6","07-10-2018 05:00",213.002745608165,241.4,166.65,198.63117104928,265.25,148.143823641625,187.51247690827,172.5,224.5,236.47,290.72,196.241090711789,312.84,234.359890753958,14.93,316.08,264.017145770661,227.28,266,52.33,170.72,190.531935901886,292.61,287.45,171.985559397593,82.88,264.37,113,86.25,168.25672278907,200,241,177.63,167.68,69.35,218.97,222.1,273.82
"7","07-10-2018 06:00",214.324595289334,275.6,38.25,191.663409936147,114.98,133.413476614523,183.020087322551,207,180.35,235.92,298,190.255379387739,233.09,231.530775593825,31.28,314.4,264.628251264348,241.03,258.07,35.07,170.01,183.075858334324,311.77,291.48,151.330974199579,73.02,245.5,95.25,77.27,152.425337303395,201,335.47,147.76,213.59,56.2,204.9,206.6,298
"8","07-10-2018 07:00",222.867030617058,286.72,169.7,200.128058205037,20.05,187.797787267692,188.541811570994,157.67,244.73,260.43,296.68,206.404441143577,266.29,236.287820699328,105.73,306.57,259.56788724594,224.42,222.42,84.45,224.38,207.962931529101,308.38,251.75,227.221674591961,94.07,254,77.5,193.43,217.693389710949,183.5,325.97,249.92,275.29,153.78,97.35,269.48,302.2
"9","07-10-2018 08:00",222.736221321381,288.35,164.82,225.208024840687,19.08,189.382823252094,203.47101203235,158.5,273.93,253.38,292.99,224.092226515507,247.69,244.081049694928,120.2,291.03,257.944067669284,218.55,257.97,74.98,223.68,216.876606453823,297.91,267.55,247.157484843747,108.98,312.52,70.75,288.18,250.421580798974,199.75,330.4,253.58,279.67,99.05,257.27,175.72,310.2
"10","07-10-2018 09:00",242.918562411941,274.55,133.7,233.229689458756,38.77,232.729342612413,211.474866628778,105,273.48,322.6,262.7,244.131255114142,350.42,263.061403561687,268.82,317.35,278.990881799626,266.97,239.8,102.73,299.21,245.043565177915,319.51,280.27,237.272198683274,118.2,334.95,82.5,319.67,252.042153881979,209.25,342.28,218.28,240.51,148.95,191.28,177.27,332.18
"11","07-10-2018 10:00",209.396336316938,276.4,140.67,213.381999053751,56.1,164.271793202055,219.437617063047,88.25,278.2,244.4,244.09,212.042735449968,119.8,248.188182373777,44.62,318.85,281.08998770226,272.43,240.72,95.5,135.2,193.042779098326,304.22,296.55,197.598630680599,130.5,314.55,85.25,292.25,220.944850914323,185.5,341.9,163.73,334.88,152.45,181.95,96.43,320.25
"12","07-10-2018 11:00",198.867059119763,275.07,124.32,198.099357453341,68.3,164.463403897822,219.533544916252,136.75,281.18,97.93,279.91,179.045120855618,254.77,248.78478260697,46.05,314.55,277.308014394575,261.12,259.05,59.53,19.52,157.565552939033,280.8,284.35,266.659708923416,139.1,254.8,85.25,321.9,265.554381077055,191.75,172.42,290.58,331.6,165.58,177.6,177.25,323.33
